iter	MultiClass
0	2.609979949
1	2.392087377
2	2.271190322
3	2.130541932
4	2.040340633
5	1.96504686
6	1.888362097
7	1.82137717
8	1.761894243
9	1.701141001
10	1.655927266
11	1.615982005
12	1.578154355
13	1.526799389
14	1.499678434
15	1.471932058
16	1.432399935
17	1.400725534
18	1.366458574
19	1.337700077
20	1.313682628
21	1.283874707
22	1.272960145
23	1.253189186
24	1.235996263
25	1.22192925
26	1.19912564
27	1.184919769
28	1.16836886
29	1.160203614
30	1.15016842
31	1.142838722
32	1.12835061
33	1.116957339
34	1.105722247
35	1.094086038
36	1.085466311
37	1.075185879
38	1.063210825
39	1.055377671
40	1.047344595
41	1.041000181
42	1.03080908
43	1.023784713
44	1.014824331
45	1.005753623
46	0.9964179701
47	0.9874217872
48	0.9824581904
49	0.9773640035
50	0.9717677627
51	0.966952774
52	0.9575299814
53	0.950708296
54	0.9411883892
55	0.9357082535
56	0.929702373
57	0.9264537791
58	0.9182719281
59	0.914076296
60	0.9077042403
61	0.9032268157
62	0.899663726
63	0.8965313236
64	0.8918274463
65	0.8862129324
66	0.8791643648
67	0.8755760843
68	0.8722405641
69	0.8700874078
70	0.8652486047
71	0.8604789669
72	0.8583097956
73	0.855696881
74	0.8497757637
75	0.8467945197
76	0.8436245524
77	0.8411090366
78	0.8389061644
79	0.8342785435
80	0.829593812
81	0.8262886774
82	0.8224706902
83	0.8208247902
84	0.818445547
85	0.8159600861
86	0.8144025374
87	0.8117998772
88	0.8080844734
89	0.8055740619
90	0.8022368927
91	0.7984085827
92	0.797426055
93	0.7940793756
94	0.7906125033
95	0.7872541676
96	0.7851994878
97	0.7812800047
98	0.7777939155
99	0.7745126727
100	0.7711832942
101	0.7681172715
102	0.7642118974
103	0.7626976417
104	0.7591783557
105	0.7568727432
106	0.7535954653
107	0.7509853661
108	0.7467995138
109	0.7449384247
110	0.7428924034
111	0.7398960785
112	0.7369598036
113	0.7347053811
114	0.7328854724
115	0.7299381591
116	0.7281612591
117	0.7258555645
118	0.7225417595
119	0.7200084475
120	0.7179510733
121	0.7174023788
122	0.7148187874
123	0.7124786062
124	0.7096739431
125	0.7067616214
126	0.704743584
127	0.7020134414
128	0.6997578607
129	0.697548476
130	0.6965962989
131	0.6947032631
132	0.6926575118
133	0.6900632171
134	0.6873918134
135	0.6860341189
136	0.6838471074
137	0.6823017174
138	0.6804460678
139	0.6793605602
140	0.6783603585
141	0.6767723599
142	0.6744425047
143	0.6720614271
144	0.6708059799
145	0.6691663421
146	0.6681354127
147	0.6652946752
148	0.6630549476
149	0.6609539001
150	0.6596292827
151	0.6582379611
152	0.6557083589
153	0.6530634178
154	0.6514094724
155	0.6488443025
156	0.6465878911
157	0.6455688599
158	0.6435452247
159	0.641884542
160	0.6394061256
161	0.6376118083
162	0.6354718805
163	0.6341871211
164	0.6322936077
165	0.6309194056
166	0.6283277428
167	0.6263325336
168	0.6238884606
169	0.6221374937
170	0.6214017787
171	0.6204483348
172	0.6188179552
173	0.617091446
174	0.615719209
175	0.6147492015
176	0.6136899439
177	0.6115997316
178	0.6107455028
179	0.6095309386
180	0.6083603545
181	0.6070100424
182	0.6060847018
183	0.6041303179
184	0.6034188306
185	0.6020398887
186	0.6006332843
187	0.5991426767
188	0.5975793802
189	0.5960287812
190	0.593535448
191	0.5929351073
192	0.5915865524
193	0.589476754
194	0.5877388987
195	0.5860897055
196	0.5840298709
197	0.5829061301
198	0.5817181305
199	0.5803920616
200	0.5791948898
201	0.5780924614
202	0.5762436707
203	0.5745001035
204	0.5730481221
205	0.5711967044
206	0.5699740836
207	0.5691432311
208	0.5678021724
209	0.5666387121
210	0.5656226366
211	0.5644908585
212	0.5631459102
213	0.5613738363
214	0.5598928102
215	0.5586292235
216	0.5573368614
217	0.5561541327
218	0.5549465896
219	0.5532447393
220	0.5516811903
221	0.5504085611
222	0.5490158859
223	0.5477387885
224	0.5460699419
225	0.5448680825
226	0.5433799653
227	0.5419106588
228	0.5407766217
229	0.5394851805
230	0.5386436247
231	0.5376564239
232	0.5361412884
233	0.5347053366
234	0.5338435118
235	0.5328505873
236	0.5320732966
237	0.5310222106
238	0.5303346907
239	0.5291349056
240	0.528342352
241	0.526998941
242	0.5262990513
243	0.525088557
244	0.5237019701
245	0.5227652765
246	0.5218478259
247	0.5212074755
248	0.520278788
249	0.5189449713
250	0.5178857839
251	0.517249625
252	0.5166864242
253	0.5158015182
254	0.5144867145
255	0.5133117246
256	0.5120911862
257	0.5112257064
258	0.5105343655
259	0.5095822653
260	0.5084585442
261	0.5071909753
262	0.5056885844
263	0.5049905825
264	0.5041228279
265	0.5029936622
266	0.5018622114
267	0.5004779101
268	0.4997545153
269	0.4987817153
270	0.4977799055
271	0.4963822241
272	0.4950133347
273	0.4941611652
274	0.4931370174
275	0.4923266989
276	0.4916670605
277	0.4905635387
278	0.4897326413
279	0.488792884
280	0.4877442885
281	0.4865469065
282	0.4855829975
283	0.4852438076
284	0.4841302691
285	0.483192913
286	0.4820534512
287	0.4810332632
288	0.4800932454
289	0.4794444583
290	0.4782187999
291	0.4772259075
292	0.4759219236
293	0.4753907926
294	0.4745032057
295	0.4735476053
296	0.4733591259
297	0.4722181073
298	0.4713653176
299	0.4705623905
300	0.4692324562
301	0.4679347737
302	0.4670568472
303	0.466165647
304	0.4655498762
305	0.4645751715
306	0.4636177692
307	0.4627610713
308	0.4616165395
309	0.4605724761
310	0.4598650942
311	0.4587317205
312	0.4576943913
313	0.4571053328
314	0.4565425098
315	0.4557685433
316	0.4548520322
317	0.4542288195
318	0.453443464
319	0.4523145203
320	0.4515224607
321	0.4506074053
322	0.4500165301
323	0.4492858518
324	0.4485710111
325	0.4474284086
326	0.4463708081
327	0.4456454465
328	0.4447858295
329	0.4442740904
330	0.4432042549
331	0.4426269422
332	0.4419278628
333	0.4413544431
334	0.4407262252
335	0.4397116061
336	0.4387218658
337	0.4374525352
338	0.4363759385
339	0.4354289293
340	0.4342978919
341	0.4335286769
342	0.4324835844
343	0.4321218406
344	0.4315775028
345	0.4311726965
346	0.4306143842
347	0.4297151338
348	0.4291700169
349	0.4281641058
350	0.4274377197
351	0.4269228343
352	0.4259454642
353	0.4246273339
354	0.4240498342
355	0.4228737922
356	0.4220829318
357	0.4212417649
358	0.420773508
359	0.420190969
360	0.4195973663
361	0.4192565003
362	0.4184281369
363	0.4179263627
364	0.417315481
365	0.4163031059
366	0.4155409804
367	0.4145536629
368	0.4138008756
369	0.4133197454
370	0.413044052
371	0.4119744027
372	0.4112841065
373	0.4105213188
374	0.4097164348
375	0.4087439481
376	0.4082478218
377	0.4075293703
378	0.4071758161
379	0.4065744976
380	0.4061904123
381	0.4055314563
382	0.4044612549
383	0.4038327417
384	0.403342264
385	0.4025614556
386	0.4019136792
387	0.4009756025
388	0.4005035913
389	0.4000376562
390	0.399408814
391	0.3988103093
392	0.398215113
393	0.3973131989
394	0.3967668591
395	0.3960606289
396	0.3952009529
397	0.3944854459
398	0.3937471299
399	0.3933119143
400	0.392701017
401	0.3921542072
402	0.3916589952
403	0.3911040099
404	0.3906791772
405	0.3902126082
406	0.3895693046
407	0.3890517391
408	0.3883522
409	0.387720824
410	0.3867068918
411	0.3859026658
412	0.3853415444
413	0.3843038605
414	0.3836275412
415	0.3831092534
416	0.3826576652
417	0.3819611203
418	0.3810607174
419	0.380388447
420	0.3798088566
421	0.3795505787
422	0.378872611
423	0.3783146294
424	0.3773088676
425	0.376379414
426	0.3759261538
427	0.3752466914
428	0.374563955
429	0.3739918924
430	0.3733796354
431	0.3726539361
432	0.372157284
433	0.3714879298
434	0.3708040993
435	0.3700119886
436	0.3694893175
437	0.3692487198
438	0.3686871267
439	0.3678615901
440	0.3673034092
441	0.3665122218
442	0.3657007798
443	0.3648579072
444	0.364185801
445	0.3635317837
446	0.3630552416
447	0.3624735808
448	0.3618122991
449	0.3613938467
450	0.3607839772
451	0.3603456259
452	0.359392152
453	0.358817666
454	0.3582303042
455	0.3575844968
456	0.3567903343
457	0.3562813935
458	0.3559012605
459	0.3555663552
460	0.3548508936
461	0.35439308
462	0.3538002893
463	0.3532078997
464	0.3526810661
465	0.3520925962
466	0.3515607092
467	0.351118525
468	0.3507535313
469	0.3503943118
470	0.3499451557
471	0.3491800632
472	0.3485329556
473	0.3477499401
474	0.3473273908
475	0.3468132807
476	0.3461163493
477	0.3452165133
478	0.3443982975
479	0.3442059364
480	0.3437443766
481	0.3433004706
482	0.3428661853
483	0.3422154494
484	0.3416365709
485	0.3410300483
486	0.3405483633
487	0.3400109727
488	0.3396790164
489	0.3390594435
490	0.3387509443
491	0.3382391096
492	0.3374877783
493	0.3369793898
494	0.3363284312
495	0.33603343
496	0.3353749679
497	0.3347049548
498	0.3342163077
499	0.333772832
500	0.3333323367
501	0.3326955747
502	0.3324238886
503	0.3319546858
504	0.3312079246
505	0.3306581154
506	0.330039824
507	0.3294129694
508	0.3289528119
509	0.32836641
510	0.3277574272
511	0.3270155084
512	0.3262172919
513	0.3257337453
514	0.3250840069
515	0.3245502866
516	0.324166926
517	0.3236259803
518	0.3233008881
519	0.3228606102
520	0.3224102791
521	0.3221013025
522	0.3217545759
523	0.3210207493
524	0.3205246258
525	0.3198096716
526	0.3192305002
527	0.31859736
528	0.3182382939
529	0.3179437821
530	0.3175155372
531	0.3169177724
532	0.3164281212
533	0.3159327625
534	0.3152848245
535	0.3146847593
536	0.3143199156
537	0.3138487128
538	0.313214585
539	0.3129176716
540	0.3122824176
541	0.3116857775
542	0.3113950259
543	0.3111072468
544	0.3107842473
545	0.3102622016
546	0.3099009009
547	0.3093881615
548	0.3088289719
549	0.3083791839
550	0.3081051328
551	0.3074361245
552	0.3069314204
553	0.3063704105
554	0.3059894949
555	0.3056724777
556	0.3051280076
557	0.3045385359
558	0.303955768
559	0.3036622696
560	0.3031082708
561	0.302685678
562	0.3020848249
563	0.3016612555
564	0.3013361161
565	0.3006145499
566	0.2999272488
567	0.2994953564
568	0.2989251447
569	0.2982931631
570	0.2977111674
571	0.297277211
572	0.2968583672
573	0.2964026229
574	0.295969377
575	0.2954779521
576	0.295212505
577	0.2947051726
578	0.2943279568
579	0.2939004467
580	0.2930963243
581	0.2927751797
582	0.2923590199
583	0.2919723371
584	0.2918168852
585	0.2914083224
586	0.2909919886
587	0.2903936875
588	0.2899959497
589	0.2897091534
590	0.2892066961
591	0.2889121587
592	0.2884290052
593	0.287972788
594	0.2876457294
595	0.2869822749
596	0.2865779165
597	0.2861368739
598	0.2857283689
599	0.2851404352
600	0.2848311339
601	0.2842155894
602	0.283634216
603	0.2833935579
604	0.2827379065
605	0.2824795766
606	0.2821211688
607	0.2815707829
608	0.281305633
609	0.280761063
610	0.2802348928
611	0.279546736
612	0.2791816402
613	0.2789632429
614	0.2786504335
615	0.2783459563
616	0.2777955995
617	0.2772273926
618	0.2769282733
619	0.2765428811
620	0.2762210189
621	0.2758557634
622	0.2753814923
623	0.2749680116
624	0.2745587331
625	0.2743356549
626	0.2740266853
627	0.2736461313
628	0.2732797218
629	0.2728676699
630	0.2723445052
631	0.2719277506
632	0.2715387843
633	0.2709720602
634	0.2703961956
635	0.2701093333
636	0.2697669332
637	0.269414975
638	0.2692320669
639	0.2688530751
640	0.2681394717
641	0.2678972743
642	0.267538022
643	0.2671156412
644	0.266828437
645	0.2662687582
646	0.2659924182
647	0.2656904824
648	0.2651864461
649	0.2647832442
650	0.2644566193
651	0.2641759018
652	0.26360203
653	0.263335118
654	0.2629661043
655	0.262688849
656	0.2623264193
657	0.2619106267
658	0.2614485819
659	0.2610770197
660	0.2606558763
661	0.2604185194
662	0.2598943681
663	0.2594887118
664	0.2591186685
665	0.2588315302
666	0.2586207162
667	0.2583551591
668	0.2579742888
669	0.2577423439
670	0.257470786
671	0.2570400845
672	0.2566165121
673	0.2564399028
674	0.2562149722
675	0.2558186199
676	0.2554444008
677	0.2552094716
678	0.2547628958
679	0.2543995017
680	0.2541203798
681	0.253830595
682	0.2536534487
683	0.2533670408
684	0.2526752552
685	0.2521932847
686	0.2518794769
687	0.2513555977
688	0.2510342033
689	0.2505382854
690	0.2501605311
691	0.2495416441
692	0.2490470669
693	0.2485968269
694	0.2483356155
695	0.2479867399
696	0.2476493557
697	0.247267791
698	0.24687285
699	0.246659713
700	0.2463049587
701	0.2460121076
702	0.2454564557
703	0.2448330301
704	0.2443849451
705	0.2440374789
706	0.2435642531
707	0.2431325616
708	0.2426730212
709	0.2423388275
710	0.241943746
711	0.2414575879
712	0.2412281327
713	0.2408760438
714	0.2403462851
715	0.2400054421
716	0.2395997206
717	0.2392726193
718	0.2389122507
719	0.2385740714
720	0.2383258214
721	0.2379564757
722	0.2376140185
723	0.2373680781
724	0.2370283484
725	0.2367671276
726	0.2363331296
727	0.2359878123
728	0.2356525643
729	0.2353956529
730	0.235066261
731	0.2347616375
732	0.234402012
733	0.2341521977
734	0.2340147217
735	0.2337143175
736	0.2333627159
737	0.2330041007
738	0.2326058519
739	0.2322305344
740	0.2318959901
741	0.2316753444
742	0.2314163329
743	0.231040883
744	0.2307987463
745	0.2305018376
746	0.2299960125
747	0.2297428672
748	0.2294006816
749	0.2291443597
750	0.2287405041
751	0.2284157159
752	0.2281051407
753	0.2277507499
754	0.2274812758
755	0.2272654624
756	0.2268611825
757	0.2265578267
758	0.2262264393
759	0.2258586073
760	0.22539887
761	0.2252182822
762	0.224945143
763	0.2247061838
764	0.2243899002
765	0.2240405232
766	0.2238547036
767	0.2235598333
768	0.2233327582
769	0.222871536
770	0.2226117385
771	0.2220520615
772	0.2217771501
773	0.2214453295
774	0.2212512241
775	0.2208910671
776	0.2207056584
777	0.2203125964
778	0.2200742127
779	0.2196076478
780	0.2191687324
781	0.2188108716
782	0.2184648305
783	0.2182000005
784	0.2179159683
785	0.2174847585
786	0.2169768627
787	0.2166179366
788	0.2164545656
789	0.2161205235
790	0.215801844
791	0.2153282102
792	0.2150548498
793	0.2148584942
794	0.214708292
795	0.2146091583
796	0.2143042339
797	0.2141038964
798	0.2136760646
799	0.2135153628
800	0.2131908792
801	0.2130470063
802	0.212813335
803	0.2125149677
804	0.2122376972
805	0.2121026327
806	0.2119598696
807	0.2116531107
808	0.211397858
809	0.2112129054
810	0.2109073487
811	0.2107119219
812	0.2104201223
813	0.2102090782
814	0.2100172165
815	0.2098412948
816	0.2094155715
817	0.208972345
818	0.2086573393
819	0.2084994043
820	0.2080941779
821	0.2078847982
822	0.2076005151
823	0.2072627325
824	0.2068822161
825	0.2065970452
826	0.2061477207
827	0.2058353125
828	0.205567544
829	0.2052026537
830	0.2050125813
831	0.2046133817
832	0.2043419035
833	0.2040857147
834	0.2039321997
835	0.2037008339
836	0.203542061
837	0.2032434073
838	0.2030046031
839	0.2027634392
840	0.2022247646
841	0.2019656681
842	0.2017540298
843	0.2015884182
844	0.2010946789
845	0.2006919482
846	0.2003466442
847	0.2000873196
848	0.1997268211
849	0.1994989965
850	0.1993201082
851	0.1989210862
852	0.1986423205
853	0.1981620119
854	0.197745369
855	0.1973925639
856	0.1971350597
857	0.1968713804
858	0.1964443165
859	0.1961514883
860	0.1959313734
861	0.1956202785
862	0.1953109501
863	0.1951135899
864	0.1949453027
865	0.1946486194
866	0.1943307662
867	0.1939046746
868	0.1937273072
869	0.193473249
870	0.1932484593
871	0.1929029623
872	0.1926720199
873	0.1923106783
874	0.1919929374
875	0.1916660621
876	0.1913363732
877	0.1910602325
878	0.1908852327
879	0.1906643874
880	0.1904269441
881	0.1900556005
882	0.1897785257
883	0.1895172878
884	0.1892021837
885	0.1889933286
886	0.1887747201
887	0.188687773
888	0.1885206455
889	0.1882387047
890	0.1880013674
891	0.1879028445
892	0.1876765063
893	0.1875010122
894	0.1873239769
895	0.187082921
896	0.1869470294
897	0.186680933
898	0.1864910264
899	0.1861952229
900	0.1859760058
901	0.1859163394
902	0.1856357024
903	0.1854518382
904	0.1851721224
905	0.1849520351
906	0.1847502342
907	0.1844313919
908	0.1841694823
909	0.1841305043
910	0.1839451414
911	0.1838431396
912	0.1836382712
913	0.1832650582
914	0.183039269
915	0.1828494841
916	0.1826949198
917	0.1824174341
918	0.1821988213
919	0.1819728835
920	0.181677008
921	0.1815629714
922	0.1812849301
923	0.1810300635
924	0.1808315544
925	0.1806515263
926	0.1804239779
927	0.1802502373
928	0.1800262039
929	0.1798516432
930	0.1796852423
931	0.1794149989
932	0.1790676265
933	0.1788992315
934	0.1785635718
935	0.178296725
936	0.1780952701
937	0.1778084513
938	0.1776159977
939	0.177514088
940	0.1771425406
941	0.1770070392
942	0.1768694137
943	0.1766189616
944	0.176395195
945	0.1762165492
946	0.1759893563
947	0.1757645384
948	0.1755471865
949	0.1754276419
950	0.1751838264
951	0.1749493976
952	0.1746972342
953	0.1742885821
954	0.1739820235
955	0.1737844372
956	0.1736332451
957	0.1734353623
958	0.1732197681
959	0.17304996
960	0.1728212911
961	0.1725940102
962	0.1722387297
963	0.1721237129
964	0.1719833686
965	0.1717974338
966	0.1714895517
967	0.171153846
968	0.1708775565
969	0.170705347
970	0.1704367372
971	0.1702808691
972	0.1701303246
973	0.1699749537
974	0.1697609411
975	0.1695154115
976	0.1692461825
977	0.1689254047
978	0.1686916455
979	0.1683754294
980	0.1681239304
981	0.1679112775
982	0.1677634589
983	0.1675717321
984	0.1672872319
985	0.1671318116
986	0.1669163933
987	0.1667276335
988	0.1664846158
989	0.1663076428
990	0.1662516324
991	0.166028644
992	0.1658544966
993	0.1657168048
994	0.1654804865
995	0.1653974186
996	0.1651524651
997	0.1648673049
998	0.1646609397
999	0.164440742
